"Feedback","Sentiment Label","Ratings",""
"We had very good experience at NU Hospitals West good service and excellent treatments from doctor's and staff","1","5",""
"I'm really satisfied that I chose NU Hospital for my medical treatment You will be too","1","4",""
"We cannot praise the NU hospital Cafeteria enough for the amazing food quality and great food.","1","3",""
"they are not giving value patients time and money so bad experiences","0","2",""
"We deeply appreciate the fact that our community has access to such a high-quality organization of professionals and workers.","1","4",""
"ICU team is best here but pls value patients time and money if you take advance appointment for doctor consultation.","1","3",""
"Hospitality provided by the staff Nurses housekeeping team canteen employees was Outstanding Especially the Doctors team","1","5",""
"best quality of service compared to surrounding hospitals","1","5",""
"Staff is well behaved and cooperative within their limits Excellent as compared to others","1","4",""
"The reception team is quite helpful aswell But sometimes I observed that things went haywire due to loopholes in the management.","1","3",""
"On the other hand the finance team is bad in providing financial estimate They will try to sell package","0","2",""
"The lady who leads the finance team is very rude and have got some attitude issues.","0","1",""
"I had a great experience at NU Hospital West as a new patient and so grateful that my surgery was a success.","1","4",""
"Over all I would say it's an ok types hospital not good to get 3 stars.","0","1",""
"The hospital is very clean and the nurses were very caring during my stay after surgery.","1","4",""
"The staff are very helpful and care they give us great hospitality guid us thank you very much my coordinator from  hospital","1","5",""
"Great service received from hospital All staffs are very good front office Doctor and Nursing.","1","5",""
"I hau under went PCNL urgery in NU Hospital this was good hospital all the staff was very professional.","1","5",""
"I am not no about inpatient service but excellent service by outpatient department thank you once again.","1","3",""
"This is our pleasure to inform you that it's a great hospital and staff of customer care more professional and they are giving nice Hospitality.","1","5",""
"hospitals customer is a patient and not a person but in NU hospital clearly customer is a person who needs care","1","5",""
"NU hospitals provides a personal touch and you can see empathy with doctors nurses and other staff which is lacking in other hospitals.","1","4",""
"Very nice professional staff in all the blocks but in admin or insurance team a bit rude.","1","3",""
"NU hospital is best hospital in Bangalore as this being a Super speciality hospital it has all the basic amenities under one roof","1","5",""
"My heartfelt gratitude to NU Hospital staff who took care my father in law during admission","1","4",""
"All staffs are  not friendly so that we can feel stressed worst experience","0","2",""
"we are  faceing a lot of difficulties and no one is guiding us some staff is rude.","0","1",""
"The nurses are very well trained and they know how to take care of the patient The place is very well maintained with cleaning happening throughout the day.","1","4",""
"Worst staff please don't go that lab my personal advice to all the lab technician","0","1",""
"Excellent treatment from hospital Accommodation and food are good.","1","5",""
"NU west hospital lab staff one of worst staff ever I have seen in my life No helping nature no support.","0","2",""
"Our experience is very very bad with front office staff at urology department We reached at 10:15 AM and left at 5:30 PM with an hour of lunch break.","0","2",""
"Good response from hospital staff and cleaness  and good doctors our experience is very good","1","4",""
"worst experience We have a mixed experience when visited Two doctors found to be very cordial and patient listeners.","0","2",""
"if we continue our visit next time Do I get assurances from hospital the patient will be treated properly.","1","3",""
"All lab staff are worst no use of working as lab technician in that lab No support to each other.","0","2",""
"We left the hospital with a hurt feeling We sought an appointment with doctor after MCU test so more delay.","0","1",""
"Nu hospitals is a good service doctors are Available 24 hours for the any clarification","1","5",""
"The staff and doctor made us to wait till evening When ever enquired we were told some more patients are in the queue","0","1",""
"Had an extremely good experience at NU Hospitals Hadn't heard about the place till I had to get admitted there for a procedure.","1","5",""
"The No of patients before us increased every time when we checked in queue bad experience in queue process I suggest u to do token system","1","3",""
"The dietitian is more concerned than the family members and her guidance made a difference as well Iâ€™m glad we chose NU HOSPITAL for our surgery.","1","4",""
"there were issues at the beginning of the days our last days here were very satisfying.","1","3",""
"When we lost patience and sought appointment next day with raised voice This led to unpleasant discussion between doctor and patient","0","2",""
"Overall good experience with NU Hospital Thanks","1","5",""
"NU hospital staff are extremely friendly and kind they provide help and guidance every step of the way to get the best care possible.","1","4",""
"Doctors explain conditions really well and addresses our concerns with outmost generosity Looking forward for best care for our next trip as well.","1","3",""
"Everybody is so well trained & loving right from cleaners helpers I would highly recommend this hospital.","1","5",""
"Very confer table but bit costly best treatment for kidny","1","3",""
"Providing good health services. And giving a well guidline regarding health care.","1","5",""
"It's good Hospital we come as a walk in to See urologist but they guide very well and nice atmospher and supportive staff.","1","4",""
"the experience was very hassle free as everything was very well managed and organized.","1","4",""
"The hospital and all the staffs are good in service and care I m satisfied with the service But it seams bit costly compared  with othere hospitals.","1","3",""
"Doctors made sure that we understood how they were going to proceed with the treatment explained it very well The hospital is very hygienic.","1","4",""
"I want to express my extreme gratitude for the care I received at your hospital.","1","5",""
"Doctor consultation is excellent but the service from the the staff is not satisfied need to be improved.","1","3",""
"The reception team is quite helpful aswell But sometimes I observed that things went haywire due to loopholes in the management.","1","3",""
"Excellent Work done from NU Hospital I love this houspital very much because starff are so helpful and kind","1","4",""
"Great service doctors team nurse team and all staffs of the hospital are very kind I really appreciate the great work and helps done","1","4",""
"he always take a lot of  time for understanding the patient history /condition","0","1",""
"Overall Hospital well maintained hygienic clean and having good staff","1","4",""
"Satisfied with the Service well support from the staffs and happy with the affordplan benefits.","1","4",""
"the services are in low  level However very few times some doctors and nurses shows unhappy faces.","0","2",""
"Nu hospital is very good n careful n kindness hospital they arrange every thing very comfortable tothe patient","1","4",""
"one of the hospital staff took my Mobile phone to type the Review HERSELF Fortunately I wasn't signed in.","0","2",""
"bad experience On the service I don't want to be biased because I'm a middle-class","0","2",""
"We had a wonderful experience at NU Hospital West Front office Staff were extremely helpful.","1","4",""
"The services we receive from NU hospital is excellent clarified everything to us in a very clear way Wonderful service from start to finish.","1","4",""
"The staff at NU hospital has been very helpful and kind The services provided for the patient was excellent.","1","4",""
"Overall we had a great hassle-free experience at NU Hospital but worst staff and more time waste","0","2",""
"Doctors are experienced and treatment is good however the staff management needs to definetely get better.","1","3",""
"Good staffs in help desk helped us throughout the process from visiting doctor to coming out from hospital.","1","4",""
"Since a year I noticed there is no co-operation from the staff to manage appointments.","0","2",""
"It is expected that we get to consult the doctor at scheduled time and not whenever the staff gets free. Even the follow up patients are made to wait for hours with no response from staff.","0","1",""
"I am extremely happy with service and definitely recommend this hospital to my friends and family.","1","5",""
"everything went smoothly Doctor visits the patient 2-3 times daily Doctors are very informative and responsive to our queries","1","5",""
"more delay in queue This could easily be fixed if they considered token issuing system for appointments & consultations.","1","3",""
"She always takes long time to explain things to me in terms that I can understand. ","1","3",""
"The only thing we didn't like was the time spent waiting for OPD consultations Had to wait quite a long time.","0","1",""
"I had a great visit and the doctorâ€™s outward manner has really put me at ease so I highly recommend NU for nephrology problem.","1","5",""
"An excellent quality health care provider The staffs are helpful environment is very clean and positive","1","4",""
"very careful about safety measures every one is very friendly love everything about hospital","1","4",""
"I do not trust in their reports I got same tests done outside and the results were more reliable.","0","2",""
"They just want the patients to return to their hospital and shell out money They suggest expensive procedures without proper diagnosis","0","1",""
"I suggest you not to visit this hospital if you care about your health and pocket","0","2",""
"NU hospital has provided us the excellent service It was amazing comfortable from the moment we entered the hospital with the support they have provided.","1","4",""
